Model_Percentile,AUC,LogLoss
SeasonalNaive_90,0.5048965938447276,11.641179711100417
AutoMLP_90,0.5022448180470478,10.570320728379832
AutoNHITS_90,0.5054904984618993,11.250154484947188
AutoLSTM_90,0.5022516803903135,9.77671278622787
AutoGRU_90,0.5017135063184507,10.800973249036307
SeasonalNaive_95,0.48243136957047716,10.925590736038904
AutoMLP_95,0.48111016938619605,9.310143804786362
AutoNHITS_95,0.48363335896144294,10.183548019344023
AutoLSTM_95,0.4797328944310571,8.759184114442645
AutoGRU_95,0.47995585659627654,9.787235515958844
SeasonalNaive_99,0.5012400793650794,8.39981964756487
AutoMLP_99,0.4998616700201207,5.9824636348505775
AutoNHITS_99,0.49985701244504066,6.9973428080630935
AutoLSTM_99,0.5015975482524779,5.78626751307898
AutoGRU_99,0.4996811889857664,6.479621118533648
